date,title,link
5/28/2013,Shale drilling reaps efficiency gains from MPD pressure control,https://drillingcontractor.org/?p=23264
5/28/2013,Can’t keep the offshore industry down,https://drillingcontractor.org/?p=22460
3/18/2013,"IADC updating Drilling Manual, Deepwater Well Control Guidelines",https://drillingcontractor.org/?p=21438
3/18/2013,"Upfront planning, operational strategy key to MPD success",https://drillingcontractor.org/?p=21419
3/18/2013,Latin America: Growth expected across the board,https://drillingcontractor.org/?p=21307
3/18/2013,GOM deepwater well puts dual-gradient drilling on the map,https://drillingcontractor.org/?p=20903
3/18/2013,IADC kicks off technical pubs projects,https://drillingcontractor.org/?p=21432
2/21/2013,2013 IADC/SPE Drilling Conference: Exclusive roundup of abstracts from 18 technical sessions,https://drillingcontractor.org/?p=20194
11/2/2012,"Annual General Meeting Special: IADC 2012 – A year of reflection, changes",https://drillingcontractor.org/?p=19129
11/2/2012,MPD powers static pre-drill modeling with dynamic capacity,https://drillingcontractor.org/?p=19028
11/2/2012,Dynamic FITs verify changing integrity of complex wellbores,https://drillingcontractor.org/?p=19314
11/2/2012,Technology Development: A game of risks vs rewards,https://drillingcontractor.org/?p=19011
11/1/2012,"Real-time data offers critical tool to redefine well control, safety",https://drillingcontractor.org/?p=19320
9/17/2012,DEA 164: What does a next-gen ranging MWD look like?,https://drillingcontractor.org/?p=18151
9/17/2012,Industry delves deeper into African frontier,https://drillingcontractor.org/?p=17986
7/16/2012,Continuous circulation system keeps ECD steady on Kvitebjørn,https://drillingcontractor.org/?p=16762
7/16/2012,Dual-gradient system evaluation highlights key high-risk issues,https://drillingcontractor.org/?p=17111
7/16/2012,"Advanced oil-based, synthetic muds enable deeper, hotter wells",https://drillingcontractor.org/?p=17117
7/16/2012,BP case study: MPD application supports HPHT exploration,https://drillingcontractor.org/?p=17124
4/24/2012,Onshore MPD system enables lower mud weights for challenging wells,https://drillingcontractor.org/?p=15662
4/24/2012,Well depth extended in geothermal project using controlled pressure drilling,https://drillingcontractor.org/?p=15680
3/16/2012,Study simulates kick responses during MPD,https://drillingcontractor.org/?p=14548
3/16/2012,Wired pipe delineates safer drilling margins,https://drillingcontractor.org/?p=14010
3/16/2012,Rig design shift would put MPD at the ready,https://drillingcontractor.org/?p=14792
3/15/2012,"People, infrastructure challenge Brazil growth",https://drillingcontractor.org/?p=14032
3/15/2012,Outsmarting Mother Nature,https://drillingcontractor.org/?p=14063
2/1/2012,2012 IADC/SPE Drilling Conference: Exclusive roundup of abstracts from 18 technical sessions and 13 e-poster sessions,https://drillingcontractor.org/?p=13333
11/8/2011,LRRS treads fine line within drilling window,https://drillingcontractor.org/?p=11626
11/8/2011,Well control risks on HPHT wells may call for system upgrades,https://drillingcontractor.org/?p=11623
11/8/2011,Annual General Meeting Special: IADC 2011– operations summary,https://drillingcontractor.org/?p=11650
9/21/2011,Safe drilling operations come full circle,https://drillingcontractor.org/?p=10630
9/21/2011,"Australia embarks on coal seam gas, the next E&P frontier Down Under",https://drillingcontractor.org/?p=10660
9/21/2011,"A slimmer silhouette for drillships, semis",https://drillingcontractor.org/?p=10685
9/21/2011,"HIL merges risk-free testing, virtual drilling",https://drillingcontractor.org/?p=10669
9/21/2011,Coriolis sensors open lines to real-time data,https://drillingcontractor.org/?p=10682
7/14/2011,RCD for DP drillship takes MPD deeper,https://drillingcontractor.org/?p=9925
7/14/2011,Statoil: Automatic MPD a coming reality,https://drillingcontractor.org/?p=9927
5/4/2011,Perspectives,https://drillingcontractor.org/?p=9358
3/23/2011,Managing kick/loss cycles in East Java,https://drillingcontractor.org/?p=8789
3/21/2011,UBD unlocks pay in North Sea wells,https://drillingcontractor.org/?p=8787
1/28/2011,Wirelines/News Cuttings,https://drillingcontractor.org/?p=8112
1/28/2011,2011 SPE/IADC Drilling Conference: Conference theme is ‘Being the best – growing our business’,https://drillingcontractor.org/?p=8172
1/28/2011,No slump in sight for Asia Pacific drilling,https://drillingcontractor.org/?p=8100
1/28/2011,"Drilling Ahead: Strong oil prices, enabling technology drive expansion",https://drillingcontractor.org/?p=8032
11/8/2010,Underbalanced drilling helps PDO find gas in tight reservoir after 11 unsuccessful wells,https://drillingcontractor.org/?p=7477
11/8/2010,"Perspectives: Brett Borland, ConocoPhillips Building a career on technology innovations",https://drillingcontractor.org/?p=7648
11/8/2010,"IADC continues to do what’s right for the rig through government affairs, global operations",https://drillingcontractor.org/?p=7577
11/8/2010,Automation & dual gradient: The ‘cuttingest’ of cutting-edge tech,https://drillingcontractor.org/?p=7611
9/8/2010,"Guest Editorial: MPD benefits are evident, but industry needs tools, learning to use it effectively",https://drillingcontractor.org/?p=7021
7/14/2010,"Sara Shayegi, Hess Corp Reservoir background puts new spin on drilling",https://drillingcontractor.org/?p=6536
7/14/2010,Simulators create immersive role-playing environments for team-based lifting training,https://drillingcontractor.org/?p=6463
4/30/2010,Dual-gradient technology re-emerges for Chevron in GOM: A ‘new norm in drilling’?,https://drillingcontractor.org/?p=5302
4/30/2010,New deepwater riserless mud recovery system opens door to deepwater dual-gradient drilling,https://drillingcontractor.org/?p=5313
4/30/2010,"Asia Pacific jackup, tender markets on the mend: Activities picking up, but no boom yet",https://drillingcontractor.org/?p=5504
4/30/2010,Indonesian 2-well UBD campaign cuts reservoir damage and more in marginal heavy-oil field,https://drillingcontractor.org/?p=5396
3/25/2010,Drilling Ahead: To MPD or not to MPD? Simplifying daunting decisions,https://drillingcontractor.org/?p=4805
3/24/2010,Custom Nabors rig built for coiled-tubing MPD enables North Slope redevelopment project,https://drillingcontractor.org/?p=4663
3/24/2010,"Well control simulation software enhancing pre-drill planning, reducing risk of ‘big events’",https://drillingcontractor.org/?p=4676
3/24/2010,"IADC Advanced Rig Technology Committee looks to past, present to prepare for future technologies",https://drillingcontractor.org/?p=4701
2/4/2010,Control systems integration an ongoing challenge,https://drillingcontractor.org/?p=3489
2/4/2010,Exclusive roundup of abstracts from 18 technical sessions,https://drillingcontractor.org/?p=3979
2/4/2010,Critical issues in drilling and completions,https://drillingcontractor.org/?p=4066
2/4/2010,Frontier drilling to require a shift in paradigm,https://drillingcontractor.org/?p=3357
2/4/2010,Smart drilling a must as wells push technical limit,https://drillingcontractor.org/?p=3383
2/4/2010,Is your well suitable for controlled pressure drilling? Screening methodology could help you decide,https://drillingcontractor.org/?p=3727
2/4/2010,"Drilling Ahead: Once again, downturn has proven to be a good thing for technology",https://drillingcontractor.org/?p=3847
2/4/2010,IADC Connection: News Cuttings,https://drillingcontractor.org/?p=3841
2/4/2010,70th Anniversary Retrospective,https://drillingcontractor.org/?p=3767
11/10/2009,"Annual General Meeting Special: Government affairs, operations push forward around the globe",https://drillingcontractor.org/?p=2296
11/10/2009,"Automated system provides well control for extreme drilling environments, enhances MPD",https://drillingcontractor.org/?p=2252
11/3/2009,Riserless drilling with casing: GOM well design model requires change for deepwater drilling,https://drillingcontractor.org/?p=1928
11/3/2009,New water-based drilling fluid with treated micronized barite slurries may help reduce ECDs,https://drillingcontractor.org/?p=1944
11/3/2009,"Understanding yield point: Effect on pressure surges critical to managing deep, difficult MPD wells",https://drillingcontractor.org/?p=1933
11/2/2009,Accurate wellbore trajectory delivers 70% more reservoir contact with Gullfaks sidetrack well,https://drillingcontractor.org/?p=1867
10/30/2009,"Deepwater Gulf of Mexico, where risks are big but rewards can be bigger",https://drillingcontractor.org/?p=1616
10/30/2009,"Real-time, 3D visualization drilling supervision system targets ECD, downhole pressure control",https://drillingcontractor.org/?p=1590
10/30/2009,"Downhole motors, wired pipe, LWD sensors enhance RSS results as service companies address cost concerns with simpler systems targeting land, shallow-water operations",https://drillingcontractor.org/?p=1554
10/30/2009,IADC operations push forward with focus on improving drilling efficiency worldwide,https://drillingcontractor.org/?p=1779
10/30/2009,MPD planning: How much is enough?,https://drillingcontractor.org/?p=1770
10/30/2009,"Money no object’ if faster, better wells the result",https://drillingcontractor.org/?p=1785
10/30/2009,Rack & pinion technology takes shape in oilfield as multifunctional rigs,https://drillingcontractor.org/?p=1737
10/30/2009,"Multi-technical MPD concept, comprehensive planning extend HPHT targets on Kvitebjorn",https://drillingcontractor.org/?p=1634
10/29/2009,Safety focus is key amid personnel shortage,https://drillingcontractor.org/?p=1488
10/29/2009,"As reservoirs evolve, so do challenges",https://drillingcontractor.org/?p=1498
10/29/2009,Industry is primed for a breakthrough,https://drillingcontractor.org/?p=1504
10/29/2009,Theme of this year’s conference is ‘Sustainable Strategies for Today’s Realities’,https://drillingcontractor.org/?p=1522
10/29/2009,Underbalanced drilling of oil wells in Saudi Arabia: case history and lessons learned,https://drillingcontractor.org/?p=1524
10/29/2009,"Oil price keeps outlook upbeat, but don’t forget critical challenges",https://drillingcontractor.org/?p=1541
7/3/2009,"Riser, subsea innovations push technical capabilities to new heights, but the work is never finished",https://drillingcontractor.org/?p=1912
5/17/2009,Can UBD flaring reduce global CO2 emissions?,https://drillingcontractor.org/?p=2696
5/17/2009,"Micro-flux control, E-CD continuous circulation valves allow operator to reach HPHT reservoirs",https://drillingcontractor.org/?p=2678
3/12/2009,"Along-string pressure, temperature measurements hold revolutionary promise for downhole management",https://drillingcontractor.org/?p=3623
3/12/2009,"Acoustic telemetry, with multiple nodes in drillstring, used to achieve distributed MWD",https://drillingcontractor.org/?p=3625
1/17/2009,Technology is key to mitigating drilling hazards,https://drillingcontractor.org/?p=3164
1/17/2009,"Plenary sessions tackle event theme of ‘Total Value Drilling: Right People, Right Process, Right Technology’",https://drillingcontractor.org/?p=3174
1/17/2009,Offshore drilling hazard mitigation: Controlled pressure drilling redefines what is drillable,https://drillingcontractor.org/?p=3178
1/17/2009,Front-end engineering is key to better projects,https://drillingcontractor.org/?p=3150
11/18/2008,New generation of solid expandable liners help give operators a jump on trouble zones,https://drillingcontractor.org/?p=3435
11/18/2008,"Simplifying MPD: Historical, manual methods to control annular pressure can be effective",https://drillingcontractor.org/?p=3424
